FID Name Type Covariate R2 pvalue
23596 "Cholesteryl Esters to Total Lipids in Medium VLDL percentage" Metabolites smoking 0.00594 0
23596 "Cholesteryl Esters to Total Lipids in Medium VLDL percentage" Metabolites spectrometer 0.00112 1e-74
23596 "Cholesteryl Esters to Total Lipids in Medium VLDL percentage" Metabolites time_analysis 0.00142 2e-85
23596 "Cholesteryl Esters to Total Lipids in Medium VLDL percentage" Metabolites time_day 0.00116 2e-83
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites PCs 0.00335 2e-142
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites age_recruitment 0.00509 7e-254
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites assessment_centre 0.00283 3e-177
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites batch 0.00553 0
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites bmi 0.05234 0
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites fasting 0.00501 0
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites month_attending 0.00027 9e-14
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites sex 0.07299 0
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites smoking 0.00506 0
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites spectrometer 0.00353 9e-238
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites time_analysis 0.00461 9e-299
23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" Metabolites time_day 0.0016 1e-112
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites PCs 0.00468 2e-150
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites age_recruitment 0.00626 0
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites assessment_centre 0.00362 4e-238
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites batch 0.00365 5e-247
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites bmi 0.06662 0
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites fasting 0.00505 0
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites month_attending 0.00027 5e-14
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites sex 0.08389 0
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites smoking 0.00545 0
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites spectrometer 0.00138 2e-93
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites time_analysis 0.00238 8e-153
23598 "Triglycerides to Total Lipids in Medium VLDL percentage" Metabolites time_day 0.00122 4e-89
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites PCs 0.00267 3e-77
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites age_recruitment 0.01424 0
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites assessment_centre 0.00282 2e-175
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites batch 0.00021 2e-09
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites bmi 0.05375 0
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites fasting 0.00626 0
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites month_attending 0.00032 2e-16
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites sex 0.05768 0
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites smoking 0.00595 0
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites spectrometer 0.00466 4e-312
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites time_analysis 9e-05 0.08
23599 "Phospholipids to Total Lipids in Small VLDL percentage" Metabolites time_day 0.0055 0
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites PCs 0.00319 4e-116
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites age_recruitment 0.01058 0
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites assessment_centre 0.00242 2e-139
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites batch 0.00406 4e-250
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites bmi 0.02788 0
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites fasting 0.00804 0
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites month_attending 0.00028 6e-13
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites sex 0.03245 0
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites smoking 0.0049 4e-317
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites spectrometer 0.00286 1e-179
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites time_analysis 0.00329 4e-195
23600 "Cholesterol to Total Lipids in Small VLDL percentage" Metabolites time_day 0.00556 0
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites PCs 0.00307 6e-107
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites age_recruitment 0.00647 7e-309
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites assessment_centre 0.00209 6e-114
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites batch 0.00973 0
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites bmi 0.00802 0
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites fasting 0.00865 0
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites month_attending 0.00044 2e-21
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites sex 0.01221 0
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites smoking 0.0035 8e-218
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites spectrometer 0.00182 3e-108
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites time_analysis 0.00776 0
23601 "Cholesteryl Esters to Total Lipids in Small VLDL percentage" Metabolites time_day 0.00423 3e-264
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites PCs 0.00276 2e-101
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites age_recruitment 0.01421 0
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites assessment_centre 0.0028 3e-175
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites batch 0.00029 8e-14
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites bmi 0.05903 0
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites fasting 0.00557 0
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites month_attending 0.00029 3e-15
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites sex 0.06041 0
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites smoking 0.00607 0
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites spectrometer 0.00467 5e-316
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites time_analysis 0.00016 7e-05
23602 "Free Cholesterol to Total Lipids in Small VLDL percentage" Metabolites time_day 0.00588 0
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites PCs 0.00366 1e-108
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites age_recruitment 0.01104 0
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites assessment_centre 0.00257 6e-152
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites batch 0.00238 4e-145
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites bmi 0.03426 0
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites fasting 0.00894 0
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites month_attending 0.00027 6e-13
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites sex 0.03993 0
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites smoking 0.00498 0
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites spectrometer 0.0033 4e-211
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites time_analysis 0.00178 6e-102
23603 "Triglycerides to Total Lipids in Small VLDL percentage" Metabolites time_day 0.00579 0
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites PCs 0.00499 2e-162
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites age_recruitment 0.00588 0
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites assessment_centre 0.00257 4e-169
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites batch 0.00253 6e-173
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites bmi 0.04965 0
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites fasting 0.00091 4e-68
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites month_attending 0.00044 4e-26
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites sex 0.03607 0
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites smoking 0.00462 0
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites spectrometer 0.09493 0
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites time_analysis 9e-04 7e-53
23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" Metabolites time_day 0.00153 1e-113
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites PCs 0.00401 5e-175
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites age_recruitment 0.01276 0
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites assessment_centre 0.00314 2e-204
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites batch 0.00251 3e-167
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites bmi 0.07052 0
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites fasting 0.00134 2e-97
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites month_attending 4e-04 8e-23
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites sex 0.07446 0
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites smoking 0.00781 0
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites spectrometer 0.00458 1e-318
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites time_analysis 0.00504 0
23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites time_day 0.00057 2e-42
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites PCs 0.00425 2e-182
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites age_recruitment 0.01407 0
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites assessment_centre 0.00333 4e-221
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites batch 0.00201 4e-134
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites bmi 0.0761 0
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites fasting 0.00067 2e-50
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites month_attending 0.00038 1e-21
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites sex 0.08157 0
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites smoking 0.00759 0
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites spectrometer 0.00425 2e-299
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites time_analysis 0.004 3e-269
23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" Metabolites time_day 8e-05 2e-07
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites PCs 0.00128 6e-62
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites age_recruitment 0.00352 3e-118
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites assessment_centre 0.00179 3e-97
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites batch 0.00669 0
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites bmi 0.01255 0
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites fasting 0.0104 0
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites month_attending 0.00056 7e-29
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites sex 0.01146 0
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites smoking 0.00492 3e-310
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites spectrometer 0.0043 8e-265
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites time_analysis 0.0123 0
23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" Metabolites time_day 0.01419 0
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites PCs 0.0036 3e-151
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites age_recruitment 0.01193 0
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites assessment_centre 0.0032 2e-207
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites batch 0.00387 4e-260
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites bmi 0.06389 0
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites fasting 0.00279 4e-199
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites month_attending 0.00046 1e-26
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites sex 0.07284 0
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites smoking 0.00793 0
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites spectrometer 0.00127 9e-85
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites time_analysis 0.00647 0
23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" Metabolites time_day 0.00042 1e-31
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites PCs 0.00189 7e-43
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites age_recruitment 0.00412 5e-204
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites assessment_centre 0.00104 3e-50
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites batch 0.00264 3e-150
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites bmi 0.00065 8e-42
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites fasting 1e-05 0.2
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites month_attending 4e-04 8e-19
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites sex 0.00379 2e-212
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites smoking 0.00114 2e-70
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites spectrometer 0.0328 0
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites time_analysis 0.00096 3e-46
23609 "Phospholipids to Total Lipids in IDL percentage" Metabolites time_day 0.00195 3e-121
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites PCs 0.00207 3e-67
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites age_recruitment 0.01446 0
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites assessment_centre 0.00199 8e-115
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites batch 0.00051 3e-26
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites bmi 0.04599 0
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites fasting 0.00085 5e-58
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites month_attending 0.00043 2e-22
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites sex 0.03443 0
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites smoking 0.00656 0
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites spectrometer 0.0135 0
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites time_analysis 0.00042 4e-18
23610 "Cholesterol to Total Lipids in IDL percentage" Metabolites time_day 0.00278 8e-185
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites PCs 0.00128 2e-36
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites age_recruitment 0.01892 0
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites assessment_centre 0.00159 4e-88
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites batch 0.00347 3e-213
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites bmi 0.03618 0
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites fasting 2e-05 0.01
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites month_attending 0.00051 7e-27
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites sex 0.03329 0
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites smoking 0.00387 2e-251
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites spectrometer 0.00812 0
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites time_analysis 0.00199 6e-114
23611 "Cholesteryl Esters to Total Lipids in IDL percentage" Metabolites time_day 0.00041 2e-28
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites PCs 0.00346 2e-108
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites age_recruitment 0.00101 1e-17
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites assessment_centre 0.00319 9e-192
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites batch 0.01496 0
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites bmi 0.02585 0
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites fasting 0.00778 0
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites month_attending 0.00034 6e-17
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites sex 0.0102 0
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites smoking 0.00693 0
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites spectrometer 0.01743 0
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites time_analysis 0.02134 0
23612 "Free Cholesterol to Total Lipids in IDL percentage" Metabolites time_day 0.0089 0
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites PCs 0.00232 3e-69
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites age_recruitment 0.01748 0
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites assessment_centre 0.00274 2e-170
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites batch 0.00052 5e-28
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites bmi 0.06662 0
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites fasting 0.00177 6e-124
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites month_attending 0.00041 4e-22
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites sex 0.04469 0
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites smoking 0.00965 0
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites spectrometer 0.00692 0
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites time_analysis 0.00109 1e-61
23613 "Triglycerides to Total Lipids in IDL percentage" Metabolites time_day 0.0025 1e-173
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites PCs 0.00191 5e-52
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites age_recruitment 0.00842 0
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites assessment_centre 0.00178 4e-98
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites batch 0.02315 0
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites bmi 0.00317 3e-204
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites fasting 0.00169 6e-110
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites month_attending 0.00056 2e-29
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites sex 0.00787 0
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites smoking 0.00082 7e-53
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites spectrometer 0.00338 1e-209
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites time_analysis 0.03821 0
23614 "Phospholipids to Total Lipids in Large LDL percentage" Metabolites time_day 0.00023 2e-16
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites PCs 0.0012 2e-19
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites age_recruitment 0.01144 0
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites assessment_centre 0.00242 9e-152
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites batch 0.00821 0
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites bmi 0.07319 0
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites fasting 0.00019 1e-14
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites month_attending 0.00041 9e-23
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites sex 0.03871 0
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites smoking 0.00864 0
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites spectrometer 0.01468 0
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites time_analysis 0.00837 0
23615 "Cholesterol to Total Lipids in Large LDL percentage" Metabolites time_day 0.00437 4e-307
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites PCs 0.00286 3e-77
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites age_recruitment 0.00605 3e-160
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites assessment_centre 0.00195 4e-110
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites batch 0.02959 0
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites bmi 0.00279 1e-182
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites fasting 0.0011 3e-73
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites month_attending 0.00086 3e-48
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites sex 0.00318 0.9
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites smoking 0.00125 2e-81
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites spectrometer 0.01343 0
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites time_analysis 0.03813 0
23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" Metabolites time_day 0.00193 5e-127
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites PCs 0.00442 2e-156
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites age_recruitment 0.0112 0
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites assessment_centre 0.00393 2e-260
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites batch 0.00201 3e-132
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites bmi 0.08744 0
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites fasting 0.00232 3e-167
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites month_attending 0.00022 4e-11
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites sex 0.05994 0
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites smoking 0.00752 0
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites spectrometer 0.00401 9e-279
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites time_analysis 0.00394 8e-262
23617 "Free Cholesterol to Total Lipids in Large LDL percentage" Metabolites time_day 0.00211 3e-152
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites PCs 0.00154 7e-39
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites age_recruitment 0.02053 0
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites assessment_centre 0.00203 6e-120
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites batch 0.00087 1e-49
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites bmi 0.05841 0
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites fasting 0.00153 2e-104
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites month_attending 0.00037 1e-19
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites sex 0.02233 0
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites smoking 0.01159 0
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites spectrometer 0.01266 0
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites time_analysis 1e-04 0.03
23618 "Triglycerides to Total Lipids in Large LDL percentage" Metabolites time_day 0.00613 0
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites PCs 0.00754 0
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites age_recruitment 0.01484 0
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites assessment_centre 0.0022 2e-119
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites batch 0.00632 0
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites bmi 0.00622 0
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites fasting 0.00013 7e-10
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites month_attending 0.00079 4e-42
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites sex 0.00472 0.1
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites smoking 0.00035 2e-22
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites spectrometer 0.01001 0
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites time_analysis 0.00761 0
23619 "Phospholipids to Total Lipids in Medium LDL percentage" Metabolites time_day 0.00013 1e-09
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites PCs 0.0014 8e-39
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites age_recruitment 0.00984 0
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites assessment_centre 0.0017 9e-92
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites batch 0.00134 1e-74
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites bmi 0.01707 0
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites fasting 0.00126 2e-81
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites month_attending 0.00054 5e-28
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites sex 0.01263 0
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites smoking 0.00622 0
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites spectrometer 0.01912 0
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites time_analysis 0.00212 4e-118
23620 "Cholesterol to Total Lipids in Medium LDL percentage" Metabolites time_day 0.00678 0
23621 "Cholesteryl Esters to Total Lipids in Medium LDL percentage" Metabolites PCs 0.0104 0
23621 "Cholesteryl Esters to Total Lipids in Medium LDL percentage" Metabolites age_recruitment 0.0114 7e-244
23621 "Cholesteryl Esters to Total Lipids in Medium LDL percentage" Metabolites assessment_centre 0.00489 8e-296
